rank,identifier_type,label,reaction_count
522,NAME,Mandyphos SL-M009-1,4
523,NAME,Nauds-iPr Ligand,4
524,NAME,Walphos SL-W008-1,4
525,NAME,Walphos SL-W005-2,4
526,NAME,"(R,R,S,S)-DUANPHOS-Rh",4
527,NAME,(R)-TCFP-Rh,4
528,NAME,"(S,S,R,R)-TANGPHOS-Rh",4
529,NAME,(R)-C3-TUNEPHOS-Ru,4
530,NAME,Rh2(R-DOSP)4-Aldrich,4
531,NAME,(S)-BINAPINE-Rh,4
532,NAME,"RuCl2[(R)-xylbinap][(R,R)-dpen]-Ru",4
533,NAME,Rh2(4S-MPPIM)4,4
534,NAME,RuCl2[(R)-xylbinap][(R)-daipen,4
535,NAME,Rh2(S-PTAD)4,4
536,NAME,"(R)-RUCY\""-XylBINAP-Ru",4
537,NAME,"RuCl2[(S)-xylbinap][(S,S)-dpen]",4
538,NAME,Rh2(R-DOSP)4-Strem,4
539,NAME,RuCl2[(S)-xylbinap][(S)-daipen],4
540,NAME,[NH2Me2][{RuCl((R)-segphos)}2(Ã‚Âµ-Cl)3],4
541,NAME,[RuCl(p-cymene)((R)-segphos)]Cl,4
542,NAME,"(R,R)-[COD]Ir[cy2PThrePHOX]",4
543,NAME,"(S)-RUCY\""-XylBINAP",4
544,NAME,"RuCl2[(R)-dm-segphosÃ‚Â®][(R,R)-dpen]",4
545,NAME,Rh2(S-DOSP)4-Aldrich,4
546,NAME,Rh2(5S-MEPY)4,4
547,NAME,"RuCl(p-cymene)[(S,S)-Ts-DPEN]",4
548,NAME,10% Pd/C,4
549,SMILES,c1(n(c2c(OC)cccc2)ccc1)P(C1CCCCC1)C1CCCCC1,4
550,SMILES,c1(c2c(P(C(C)(C)C)C(C)(C)C)c(ccc2C)OC)c(cc(cc1C(C)C)C(C)C)C(C)C,4
551,SMILES,c1(n(ccc1)c1ccccc1)P(C(C)(C)C)C(C)(C)C,4
552,SMILES,S(c1cc(c(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(c1)C(C)C)C(C)C)([O-])(=O)=O.[Na+],4
553,SMILES,C1(C(P(c2ccccc2)c2ccccc2)CC(C1)C(C)(C)C)P(c1ccccc1)c1ccccc1.P(C1CC(CC1)C(C)(C)C)(c1ccccc1)c1ccccc1.[Fe],4
554,SMILES,P(c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F,4
555,SMILES,C1[C@H]2C[C@H]3C[C@@H]1C[C@@](C2)(C3)P([C@]12C[C@H]3C[C@@H](C[C@@H](C3)C2)C1)c1ccccc1N1CCOCC1,4
556,NAME,cataCXium FSulf,4
557,SMILES,n1(c2c(cc(cc2C)C)C)c[n+](cc1)c1c(cc(cc1C)C)C.[Cl-],4
558,SMILES,C1(C(P(c2ccccc2)c2ccccc2)CC(C1)C(C)(C)C)P(c1ccccc1)c1ccccc1.C1(C(P(c2ccccc2)c2ccccc2)CC(C1)C(C)(C)C)P(c1ccccc1)c1ccccc1.[Fe],4
559,SMILES,C1(C(P(c2ccccc2)c2ccccc2)CC(C1)C(C)(C)C)P(c1ccccc1)c1ccccc1.P(C1CCCC1)(C(C)C)C(C)C.[Fe],4
560,SMILES,C1(CC(CC1P(c1ccccc1)c1ccccc1)C(C)(C)C)P(c1ccccc1)c1ccccc1.C1CC(CC1P(C(C)C)C(C)C)C(C)(C)C.[Fe],4
561,SMILES,c1(P(c2oc(cc2)C)C2CCCC2)oc(cc1)C.c1(P(c2oc(cc2)C)C2CCCC2)oc(cc1)C.[Fe],4
562,SMILES,P(C1CCCCC1)(C1CCCCC1)C1(C(C1)(c1ccccc1)c1ccccc1)C,4
563,SMILES,S(c1c(c(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc1)OC)OC)([O-])(=O)=O.[Na+],4
564,SMILES,c1ccc2c(c1)cc(n2P(C1CCCCC1)C1CCCCC1)c1ccccc1OC,4
565,SMILES,c1ccc2c(c1)cc(n2P(C1CCCCC1)C1CCCCC1)c1ccccc1C,4
566,SMILES,c1(P(C2CCCCC2)C2CCCCC2)c(c2c(cccc2)C)cccc1,4
567,SMILES,C1N(CN(C1)c1c(cc(cc1C)C)C)c1c(cc(cc1C)C)C,4
568,SMILES,C(C1(c2ccccc2c2c1cccc2)[P+](C1CCCCC1)C1CCCCC1)CCC.[B-](F)(F)(F)F,4
569,SMILES,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)Cc1ccccc1,4
570,SMILES,P(c1c(c2c(cccc2N(C)C)N(C)C)cccc1)(C1CCCCC1)C1CCCCC1,4
571,SMILES,C1(CCCCC1)P(C1CCCCC1)c1c(cccc1)c1c(OC)cc(C(C)(C)C)cc1C(C)(C)C,4
572,SMILES,[P+](c1c(cccc1OC(C)C)OC(C)C)(C1CCCCC1)C1CCCCC1.[B-](F)(F)(F)F,4
573,SMILES,P(c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C1CCCCC1)C1CCCCC1,4
574,SMILES,P(c1c(cc(cc1C)C)C)(C1CCCCC1)C1CCCCC1,4
575,SMILES,P(C1CCCCC1)(c1ccccc1C)C1CCCCC1,4
576,SMILES,c12c(nc[nH]1)cccc2,4
577,SMILES,c1ccc2c(c1)cc(c1c2c2c(c(cc3c2cccc3)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)OP(O1)(O)=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,4
578,NAME,Zn(OAc)2,4
579,SMILES,P1([C@@H]([C@H]2P(Cc3c2cccc3)C(C)(C)C)c2c(C1)cccc2)C(C)(C)C.[B-](F)(F)(F)F.C1=CCCC=CCC1.[Rh+],3
580,NAME,dcyhpe.BF4,3
581,NAME,dcyppb.BF4,3
582,NAME,dcyppp.BF4,3
583,SMILES,C1(C(P(c2ccccc2)c2ccccc2)CCC1)C1=N[C@@H](CO1)C(C)C.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Ru](Cl)Cl.C1CCCC1.[Fe],3
584,NAME,G3 AdBrettPhos,3
585,NAME,3G OMs tBuXPhos,3
586,NAME,2G BrettPhos,3
587,NAME,CPhos-Pd-G3,3
588,NAME,2G Cphos,3
589,NAME,PPh2-Andole-Phos,3
590,NAME,3G OMs SPhos,3
591,NAME,3G OMs XPhos,3
592,NAME,3G OMs JackiePhos,3
593,NAME,DPcBP,3
594,NAME,SK-CC02-A,3
595,NAME,AmPhos,3
596,SMILES,c12c([C@@H]([C@H]3N4C[C@@H]([C@H](C3)CC4)C=C)O)ccnc1ccc(c2)OC,3
597,SMILES,N(c1ccc(cc1)C)(C(COc1c(cccc1)N)=O)CCCc1ccccc1,3
598,SMILES,c1(cc(ccc1)[N+](=O)[O-])N(C(SSC(N(c1cc(ccc1)[N+](=O)[O-])C)=S)=S)C,3
599,SMILES,c12c3c(ccc1cccn2)cccn3.[Cu+2].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-],2
600,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2cccc3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1cccc2.C([C@H](N)C(C)C)(c1ccc(cc1)OC)(c1ccc(cc1)OC)N.[Ru](Cl)Cl,2
601,SMILES,c1ccccc1[C@@H]([C@@H](N)c1ccccc1)N(S(=O)(c1ccc(cc1)C)=O)[Ru]Cl.c1c(ccc(c1)C)C(C)C,2
602,NAME,R-JosiphosSL-J003-1,2
603,NAME,Methyl-Butiphane SK-P005-2a,2
604,NAME,Rh2(S-PTTL)4 2EtOAc,2
605,NAME,Rh2(S-PTPA)4 EtOAc,2
606,NAME,RuBINAP-Cl2,2
607,NAME,[NH2Me2][{RuCl((R)-dm-segphos)}2(Ã‚Âµ-Cl)3],2
608,NAME,Pfizer Ligand,2
609,NAME,[NH2Me2][{RuCl((R)-dm-segphos)}2(?-Cl)3],2
610,NAME,(R)-NaudsCatalys-Ru,2
611,NAME,Ru(OAc)2[(R)-dtbm-segphosÃ‚Â®],2
612,NAME,(S)-RuBINAP-Cl2,2
613,NAME,[NH2Me2][{RuCl((R)-segphosÃ‚Â®)}2(Ã‚Âµ-Cl)3],2
614,NAME,Methyl-ButiphaneSK-P005-2a,2
615,NAME,Rh2(S-PTTL)42EtOAc,2
616,NAME,Rh2(S-PTPA)4EtOAc,2
617,NAME,RuCl3,2
618,SMILES,C(C)(=O)O[Ru]=O.[Ru](OC(C)=O)(OC(C)=O)OC(C)=O.[Ru](OC(C)=O)(OC(C)=O)OC(C)=O,2
619,SMILES,[Ru]1(Cl)(Cl)CC=CCCC=CCCC=CC1,2
620,SMILES,C1(CCC(CC1)C)C(C)C.C1CCCC1.[Ru+].[P-](F)(F)(F)(F)(F)F,2
621,SMILES,C1(C(P(c2ccccc2)c2ccccc2)CCC1)C1=N[C@H](CO1)C(C)C.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Ru](Cl)Cl.C1CCCC1.[Fe],2
622,SMILES,C1CCCCCCC1.[Ru](Cl)Cl,2
623,NAME,Pd(P(tBu)3)2,2
624,NAME,[(Ipr)Pd(NQ)]2,2
625,NAME,WS Sphos,2
626,NAME,BINAP,2
627,NAME,BrettPhos Palladacycle,2
628,NAME,RuPhos Palladacycle,2
629,NAME,Pd(dtbpf)Cl2,2
630,NAME,Pd(P(Ph)3)4),2
631,NAME,"[Rh(OH)(1,5-cod)]2",2
632,SMILES,C12C(C=CC=C1)CCC2.C1=CCCC=CCC1.[Ir],2
633,SMILES,C1(C(C(C(C1C)C)C)C)C.[Ir](c1c(C(=Nc2ccc(cc2)OC)C)ccc(c1)[N+]([O-])=O)Cl,2
634,SMILES,[Ir+].[B-](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.C1=CCCC=CCC1.C1=CCCC=CCC1,2
635,SMILES,[O+]#[C-].P(c1ccccc1)(c2ccccc2)c3ccccc3.P(c4ccccc4)(c5ccccc5)c6ccccc6.P(c7ccccc7)(c8ccccc8)c9ccccc9.[Ir],2
636,SMILES,C1CCCCCCC1.C1CCCCCCC1.C1CCCCCCC1.C1CCCCCCC1.Cl[Ir].Cl[Ir],2
637,SMILES,C1(C(C(C(C1C)C)C)C)C.[Ir](c1c(C(=Nc2ccc(cc2)OC)C)ccc2c1cccc2)Cl,2
638,SMILES,c1(c(cc(cc1)OC)[Ir]Cl)C(=Nc1ccc(cc1)OC)C.C1(C(C(C(C1C)C)C)C)C,2
639,SMILES,C(=C/C(C(F)(F)F)=O)(C(F)(F)F)\O[Ir].C1=CCCC=CCC1,2
640,SMILES,C(=C\C(C)=O)(/O[Ir])C.C1CC=CCCC=C1,2
641,SMILES,C1(CCCC1)C.C1CC=CCCC=C1.[Ir],2
642,NAME,(3)_Blank,2
643,SMILES,[Rh]([Rh](N1[C@H](C(OC)=O)CCC1=O)N1[C@H](C(OC)=O)CCC1=O)(N1[C@H](C(OC)=O)CCC1=O)N1[C@H](C(OC)=O)CCC1=O,1
644,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2cccc3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1cccc2.[Ru](Cl)Cl.c1([C@H]([C@@H](c2ccccc2)N)N)ccccc1,1
645,SMILES,P1([C@H](CC[C@@H]1C)C)c1sc2ccccc2c1P1[C@H](CC[C@@H]1C)C.[B-](F)(F)(F)F.C1CC=CCCC=C1.[Rh+],1
646,SMILES,[Ru-]12[Cl+][Ru-]([Cl+]1)[Cl+]2.N(C)C.Cl.[Cl-].c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2OCO3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1OCO2.c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2OCO3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1OCO2,1
647,SMILES,P(c1c2ccc(c1)CCc1c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)cc(cc1)CC2)(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C.[Ru](Cl)Cl.c1([C@@H]([C@H](c2ccccc2)N)N)ccccc1,1
648,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2cccc3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1cccc2.[Ru](Cl)Cl.c1([C@@H]([C@H](c2ccccc2)N)N)ccccc1,1
649,SMILES,[Ru-]12[Cl+][Ru-]([Cl+]1)[Cl+]2.N(C)C.Cl.[Cl-].c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2OCO3)c(P(c2ccccc2)c2ccccc2)ccc2c1OCO2.c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2OCO3)c(P(c2ccccc2)c2ccccc2)ccc2c1OCO2,1
650,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2.c1([C@H]([C@@H](c2ccccc2)N)N)ccccc1.[Ru](Cl)Cl,1
651,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)cc(nc2OC)OC)c(P(c2ccccc2)c2ccccc2)cc(nc1OC)OC.[Ru](Cl)Cl.c1([C@H]([C@@H](c2ccccc2)N)N)ccccc1,1
652,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2OCO3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1OCO2.[Ru](Cl)Cl.c1([C@H]([C@@H](c2ccccc2)N)N)ccccc1,1
653,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)cc(nc2OC)OC)c(P(c2cc(cc(c2)C)C)c2c(cc(cc2)C)C)cc(nc1OC)OC.[Ru](Cl)Cl.c1([C@H]([C@@H](c2ccccc2)N)N)ccccc1,1
654,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2cccc3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1cccc2.C(c1c(cc(cc1)OC)[Ru]Cl)([C@H](N)C(C)C)(c1ccc(cc1)OC)N,1
655,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2.c1(ccc(cc1)C)C(C)C.[Ru](Cl)Cl,1
656,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2cccc3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1cccc2.C([C@@H](N)C(C)C)(c1ccc(cc1)OC)(c1ccc(cc1)OC)N.[Ru](Cl)Cl,1
657,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2OCO3)c(P(c2ccccc2)c2ccccc2)ccc2c1OCO2.[Ru](Cl)Cl.c1(ccc(cc1)C)C(C)C,1
658,SMILES,[Rh](N1C(N(C[C@H]1C(=O)OC)C(CCc1ccccc1)=O)=O)N1C(N(C[C@H]1C(=O)OC)C(=O)CCc1ccccc1)=O.C1(N(C[C@H](N1[Rh]N1C(N(C[C@H]1C(=O)OC)C(=O)CCc1ccccc1)=O)C(=O)OC)C(=O)CCc1ccccc1)=O.CC#N.CC#N,1
659,SMILES,c12c3c(P(c4ccccc4)c4ccccc4)cccc3OCCCOc2cccc1P(c1ccccc1)c1ccccc1.C1(CCC(CC1)C)C(C)C.Cl[Ru]Cl,1
660,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2.C(c1ccc(cc1)OC)(c1ccc(cc1)OC)([C@@H](C(C)C)N)N.[Ru](Cl)Cl,1
661,SMILES,c1(c2c(P(c3ccc(cc3)C)c3ccc(cc3)C)ccc3c2cccc3)c(P(c2ccc(cc2)C)c2ccc(cc2)C)ccc2c1cccc2.[Ru](Cl)Cl.c1(ccc(cc1)C)C(C)C,1
662,SMILES,C([C@H]1NC(OC1)=O)(OC)=O.C([C@H]1NC(OC1)=O)(OC)=O.C([C@H]1NC(OC1)=O)(OC)=O.C([C@H]1NC(OC1)=O)(OC)=O.[Rh][Rh],1
663,SMILES,N1([C@H](C(O[Rh]([Rh](OC([C@@H](N2C(c3c(C2=O)cccc3)=O)Cc2ccccc2)=O)OC([C@@H](N2C(c3c(C2=O)cccc3)=O)Cc2ccccc2)=O)OC([C@@H](N2C(c3c(C2=O)cccc3)=O)Cc2ccccc2)=O)=O)Cc2ccccc2)C(c2c(C1=O)cccc2)=O,1
664,SMILES,P1([C@H]([C@H]2P(Cc3c(c4c2ccc2c4cccc2)c2c(cc3)cccc2)C(C)(C)C)c2c(c3c(C1)ccc1c3cccc1)c1c(cc2)cccc1)C(C)(C)C.[B-](F)(F)(F)F.C1=CCCC=CCC1.[Rh+],1
665,SMILES,C1CC=CCCC=C1.[B-](F)(F)(F)F.[Rh+].C(C)([P@](CP(C(C)(C)C)C(C)(C)C)C)(C)C,1
666,SMILES,S(N1[C@@H](C(O[Rh]OC([C@@H]2N(S(c3ccc(cc3)CCCCCCCCCCCC)(=O)=O)CCC2)=O)=O)CCC1)(c1ccc(cc1)CCCCCCCCCCCC)(=O)=O.S(N1[C@@H](C(O[Rh]OC([C@@H]2N(S(c3ccc(cc3)CCCCCCCCCCCC)(=O)=O)CCC2)=O)=O)CCC1)(c1ccc(cc1)CCCCCCCCCCCC)(=O)=O,1
667,SMILES,N1(C(c2c(C1=O)cccc2)=O)[C@H](C(O[Rh]([Rh](OC([C@@H](N1C(c2c(C1=O)cccc2)=O)C12C[C@@H]3C[C@H](C1)C[C@@H](C2)C3)=O)OC([C@@H](N1C(c2c(C1=O)cccc2)=O)C12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)=O)OC([C@@H](N1C(c2c(C1=O)cccc2)=O)C12C[C@H]3C[C@@H](C2)C[C@H](C1)C3)=O)=O)C12C[C@H]3C[C@H](C1)C[C@H](C2)C3,1
668,SMILES,c1(c2c(P(c3ccc(cc3)C)c3ccc(cc3)C)ccc3c2cccc3)c(P(c2ccc(cc2)C)c2ccc(cc2)C)ccc2c1cccc2.c1(ccccn1)CN.[Ru](Cl)Cl,1
669,SMILES,N(S(c1ccc(cc1)C)(=O)=O)([C@@H]([C@@H](c1ccccc1)NCCCc1ccccc1)c1ccccc1)[Ru]Cl,1
670,SMILES,c1cc(ccc1S(N([Ru]Cl)[C@@H]([C@@H](c1ccccc1)N)c1ccccc1)(=O)=O)C.c1c(ccc(c1)C)C(C)C,1
671,SMILES,c1(c2c(P(c3cc(c(c(c3)C(C)(C)C)OC)C(C)(C)C)c3cc(c(c(c3)C(C)(C)C)OC)C(C)(C)C)ccc3c2OCO3)c(P(c2cc(c(c(c2)C(C)(C)C)OC)C(C)(C)C)c2cc(c(c(c2)C(C)(C)C)OC)C(C)(C)C)ccc2c1OCO2.C(O[Ru]OC(=O)C)(=O)C,1
672,SMILES,P(c1c2CCc3cc(P(c4cc(cc(c4)C)C)c4cc(cc(c4)C)C)c(cc3)CCc(c1)cc2)(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C.[B-](F)(F)(F)F.C1=CCCC=CCC1.[Rh+],1
673,SMILES,P1([C@@H]([C@H]2P(C(C)(C)C)CCC2)CCC1)C(C)(C)C.[B-](F)(F)(F)F.C1=CCCC=CCC1.[Rh+],1
674,SMILES,N1=C(O[C@@H]([C@H]1C(OP(=O)(C1CCCCC1)C1CCCCC1)(Cc1ccccc1)Cc1ccccc1)C)c1ccccc1.[B-](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.C1=CCCC=CCC1.[Ir+],1
675,NAME,PPM,1
676,NAME,SL-J505-1,1
677,NAME,WalphosSL-W003-1,1
678,NAME,WalphosSL-W022-2,1
679,NAME,SL-J216-2,1
680,NAME,MandyphosSL-M002-1,1
681,NAME,Nauds-iPrLigand,1
682,NAME,(S)-MethylBoPhoz,1
683,NAME,TaniaphosSL-T002-1,1
684,NAME,Trifer,1
685,NAME,WalphosSL-W008-1,1
686,NAME,WalphosSL-W002-1,1
687,NAME,NaudSL-N008-2,1
688,NAME,"(S,S)-Me-BPF",1
689,NAME,MandyphosSL-M009-1,1
690,NAME,R-JosiphosSL-J001-1,1
691,NAME,NaudSL-N004-1,1
692,NAME,"2,2BNDMDiE",1
693,NAME,JoSPOphos2,1
694,NAME,JoSPOphos1,1
695,NAME,catASiumT1,1
696,NAME,TCI2,1
697,NAME,GrotonBINOLLigand,1
698,NAME,SL-J502-1,1
699,NAME,(R)-DIFLUORPHOS,1
700,NAME,SL-J452-2,1
701,NAME,SL-J212-1,1
702,NAME,TCI1,1
703,NAME,(R)-Binaphane,1
704,NAME,"(R,R)-i-Pr-DUPHOS",1
705,NAME,(S)-BINAPINE,1
706,NAME,(R)-DTBM-SEGPHOS,1
707,NAME,SL-J005-2,1
708,NAME,SL-J418-1,1
709,NAME,SL-J007-1,1
710,NAME,SL-M003-2,1
711,NAME,SL-J425-2,1
712,NAME,SL-J013-2,1
713,NAME,(R)-Binam-P,1
714,NAME,(R)-(+)-TolBINAP,1
715,NAME,R-JosiphosSL-J004-1,1
716,NAME,(R)-(+)-MeO-BIPHEP,1
717,NAME,R-JosiphosSL-J002-1,1
718,NAME,"(S,S)-DIOP",1
719,NAME,(2R)-iPr-BPE,1
720,NAME,"(S,S)-BDPP",1
721,NAME,"(R,R)-Chiraphos",1
722,NAME,t-BuDPPPO,1
723,NAME,"(S,S)-TsDPEN",1
724,NAME,R-Monophos,1
725,NAME,"(S,S)-DACH-pyridylTROST",1
726,NAME,"(S,S)-N-Ms-1,2-DPEN",1
727,NAME,(S)-BINOL,1
728,NAME,(+)-TsCYDN,1
729,NAME,cis-Aindanol,1
730,NAME,SL-J008-1,1
731,NAME,catASiumMNXylF(R),1
732,NAME,(S)-Me-f-KetalPhos,1
733,NAME,"(S,S)-f-Binaphane",1
734,NAME,WalphosSL-W005-2,1
735,NAME,R-JosiphosSL-J006-1,1
736,NAME,"(R,R)-DACH-naphthylTrostligand",1
737,NAME,JosiphosSL-J404-2,1
738,NAME,R-JosiphosSL-J011-1,1
739,NAME,Salen,1
740,NAME,(R)-C3-Tunephos,1
741,SMILES,C(C(=C\C(C(C)(C)C)=O)/O[Mn](O/C(C(C)(C)C)=C\C(C(C)(C)C)=O)O/C(C(C)(C)C)=C\C(C(C)(C)C)=O)(C)(C)C,1
742,NAME,NHC3,1
743,NAME,cataCXium Fbu,1
744,NAME,MePhos,1
745,NAME,SK-CC01-A,1
746,NAME,Xphos,1
747,NAME,cataCXiumÃ‚Â® PIntB,1
748,NAME,NHC1,1
749,NAME,XPhos Palladacycle,1
750,NAME,Xanthphos,1
751,NAME,Pd-132,1
752,NAME,WS RuPhos,1
753,NAME,RuPhos,1
754,NAME,dppb,1
755,NAME,dppp,1
756,NAME,DPEPhos,1
757,NAME,dppm,1
758,NAME,dpppent,1
759,NAME,dppe,1
760,NAME,dppf,1
761,SMILES,C1[C@H]([C@@H](C1)CP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)CP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C,1
762,SMILES,c1(c(c2c(cccc2)OC)n(c2c1cccc2)C)P(c1ccccc1)c1ccccc1,1
763,NAME,(crotyl)chloro(PtBu3)palladium(II) - Duplicate,1
764,SMILES,P(C(C)(C)C)(C(C)(C)C)CC(C)(C)C,1
765,SMILES,c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O.P(c1c(cccc1)c1c(cccc1OC)OC)(C1CCCCC1)C1CCCCC1.ClCCl,1
766,SMILES,C12CC3CC(C1)CC(C2)(C3)P(C12CC3CC(C1)CC(C2)C3)C12CC3CC(C1)CC(C2)C3,1
767,NAME,EtCPhos Palladacycle G3,1
768,NAME,Nickamine,1
769,SMILES,P12N(CCN(CCN1CC(C)C)CCN2CC(C)C)CC(C)C,1
770,NAME,HandaPhos,1
771,NAME,Cy*Phine,1
772,NAME,Pd(Cy*Phine)2Cl2,1
773,SMILES,C(C1(c2ccccc2c2c1cccc2)[P+](C1CCCCC1)C1CCCCC1)c1ccccc1.[B-](F)(F)(F)F,1
774,NAME,MorDalphos Pd G4,1
775,SMILES,C1[C@H]2CC[C@H]1C=C2,1
776,SMILES,c1ccc(c(c1)N)c1ccccc1[Pd+].[O-]S(C)(=O)=O.C1CCCC1.P(C1C([C@@H](P(C(C)(C)C)C(C)(C)C)C)CCC1)(C1CCCCC1)C1CCCCC1.[Fe],1
777,SMILES,c1cc(c2c(c1)C(c1c(O2)c(ccc1)P(c1ccccc1)c1ccccc1)(C)C)P(c1ccccc1)c1ccccc1.c1(c(cccc1)c1c(cccc1)N)[Pd]Cl,1
778,SMILES,c12c([C@H]([C@@H]3N4C[C@@H]([C@H](C3)CC4)C=C)O)ccnc1ccc(c2)OC,1
779,SMILES,N12[C@@H]([C@H](c3c4c(ncc3)cccc4)O)C[C@@H]([C@H](C1)C=C)CC2,1
780,SMILES,c1(c(c(cc(c1)C(C)C)C(C)C)c1c2OP(=O)(O)Oc3c(c4c(cc(cc4C(C)C)C(C)C)C(C)C)cc4c(c3c2c2c(c1)cccc2)cccc4)C(C)C,1
781,SMILES,C(C(C(O)=O)Br)(C(O)=O)Br,1
782,SMILES,[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[Mo],1
